Library	Implant	Platform	Single/Multiple	Scan Adapter Name	Directory	Scan Adapter STL	Method	ImplantTypeKwd	SubtypeKwd	Adapter Type	Offset	Height	Diameter	HFlat	RFlat	HoleDiameter	C1	C2	AnalogCutOffset	AnalogCutHeight	AnalogCutDiameter	AxisOcclusal	AxisAsymmetric	RegistrationClickCenter	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9						
ICam4D	TruBase Short 90	RP	Multiple	MURPXXXXXX	TruAbutment_AOT_New_Scan_Body_conid-imetric-only	MURPXXXXXX.ad	ICam4D	TruBaseShort	90Micron	ICam4D												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;0.000000;5.000000															
ICam4D	TruBase Short 90 (2024)	RP	Multiple	MURPXXXXXX	TruAbutment_ioConnect_AOT_HS_Cap_Small_fda_Imetric_Z	MURPXXXXXX.ad	ICam4D	TruBaseShort	90Micron	ICam4D												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;0.000000;5.000000															
ICam4D	Vortex 0.4 mm (Bar)	RP	Multiple	MURPXXXXXX	LouisianaDentalImplantLab_Vortex_intraoral	MURPXXXXXX.ad	ICam4D	DESSCompatibleIntraoral	04mmBar	ICam4D												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;0.000000;5.000000															
ICam4D	Vortex 0.8 mm Seat	RP	Multiple	MURPXXXXXX	LouisianaDentalImplantLab_Vortex_intraoral	MURPXXXXXX.ad	ICam4D	DESSCompatibleIntraoral	08mmSeat	ICam4D												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;0.000000;5.000000															
ICam4D	Vortex 1.0 mm Seat	RP	Multiple	MURPXXXXXX	LouisianaDentalImplantLab_Vortex_intraoral	MURPXXXXXX.ad	ICam4D	DESSCompatibleIntraoral	10mmSeat	ICam4D												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;0.000000;5.000000															
ICam4D	Vortex 1.2 mm Seat	RP	Multiple	MURPXXXXXX	LouisianaDentalImplantLab_Vortex_intraoral	MURPXXXXXX.ad	ICam4D	DESSCompatibleIntraoral	12mmSeat	ICam4D												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;0.000000;5.000000															
ICam4D	Vortex 1.4 mm Seat	RP	Multiple	MURPXXXXXX	LouisianaDentalImplantLab_Vortex_intraoral	MURPXXXXXX.ad	ICam4D	DESSCompatibleIntraoral	14mmSeat	ICam4D												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;0.000000;5.000000															
ICam4D	Vortex Ti Base	RP	Multiple	MURPXXXXXX	LouisianaDentalImplantLab_Vortex_intraoral	MURPXXXXXX.ad	ICam4D	DESSCompatibleIntraoral	TiBase	ICam4D												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;0.000000;5.000000															
ICam4D	ICamRef	RP	Multiple	101_SC_R	ICamRef	101_SC_R.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.400000;4.00000															
ICam4D	ICamRef	RP	Multiple	10mm Combined Cylinder	ICamRef	10mmCylinder_0.1Mesh_2024-11-19.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.400000;4.00000															
ICam4D	ICamRef	RP	Multiple	25_CS_R	ICamRef	25_CS_R.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.400000;4.00000															
ICam4D	ICamRef	RP	Multiple	Abenaim GF1	ICamRef	Abenaim GF1.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;1.200000;4.700000															
ICam4D	ICamRef	RP	Multiple	Abenaim GF2	ICamRef	Abenaim GF2.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;1.200000;5.700000															
ICam4D	ICamRef	RP	Multiple	Abenaim GF3	ICamRef	Abenaim GF3.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;1.200000;6.700000															
ICam4D	ICamRef	RP	Multiple	Abenaim GF4	ICamRef	Abenaim GF4.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;1.200000;7.700000															
ICam4D	ICamRef	RP	Multiple	Adin TMA Healing Cap	ICamRef	AdinHC.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;5.00000															
ICam4D	ICamRef	RP	Multiple	Badger 50007	ICamRef	Imetric 50007_Scanbody.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	2.250000;0.0500000;13.500000															 
ICam4D	ICamRef	RP	Multiple	Beacon Body Clyinder	ICamRef	Beacon Body Cylinder.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000; -4.500000;6.00000															
ICam4D	ICamRef	RP	Multiple	Beacon Body Shell_7.5_Cylinder	ICamRef	Beacon Body Shell_7.5_cylinder.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000; -3.750000;6.00000															
ICam4D	ICamRef	RP	Multiple	BH-MUHC Healing Cap	ICamRef	BH-MUHC.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;4.00000															
ICam4D	ICamRef	RP	Multiple	BH-MUSP Scan Post	ICamRef	BH-MUSP.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;4.600000															
ICam4D	ICamRef	RP	Multiple	BioHorizon Healing CapBXMUCC	ICamRef	ICamRef BH PXMUCC-EX-SCAN Rev A.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.400000;2.000000															
ICam4D	ICamRef	RP	Multiple	BioHorizon Healing CapPXMUCCC	ICamRef	ICamRef BH PXMUCCC.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-3.900000;3.750000															
ICam4D	ICamRef	RP	Multiple	Biothread Multi-HC	ICamRef	Biothread Multi-Unit Impression Coping Closed Tray Ref BT-MUIMPC.stl	Mesh to mesh	Ref	Ref	ICam4D												0.000000;0.000000;1.000000	2.200000;-1.500000;0.000000	0.000000;0.000000;6.800000															
ICam4D	ICamRef	RP	Multiple	Bullard Alignment Healer	ICamRef	Bullard Alignment Healer.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	3.540000;0.040000;3.500000															
ICam4D	ICamRef	RP	Multiple	Bullard Alignment Healer (new)	ICamRef	Bullard Alignment Healer V2.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.950000;5.60000															
ICam4D	ICamRef	RP	Multiple	CARES SRBB RN	ICamRef	S_D_SRBB-RN.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;-0.60000;0.000000	-1.8040;-0.648885;8.424377															
ICam4D	ICamRef	RP	Multiple	CARES SRBB RN 048.168	ICamRef	S_D_SRBB-RN.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-2.150000;-1.00000;0.000000	-1.8040;-0.648885;8.424377															
ICam4D	ICamRef	RP	Multiple	CM Scan Abutment	ICamRef	S_D-CM_IO_08.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.000000;0.000000	-1.54735;-0.0165;7.9515,,,															
ICam4D	ICamRef	RP	Multiple	Collwellmedi 2SC M	ICamRef	2_SC_M.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.08446;1.648849;8.67485															
ICam4D	ICamRef	RP	Multiple	D type Shell V1	ICamRef	D type Shell V1.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.036258;-2.443149;5.306065															
ICam4D	ICamRef	RP	Multiple	D type Shell V2	ICamRef	D type Shell V2.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;4.600000															
ICam4D	ICamRef	RP	Multiple	Dentlot	ICamRef	ICamRef Dentlot.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.4500000;4.300000															
ICam4D	ICamRef	RP	Multiple	Dentsply Sirona Scanbody	ICamRef	Dentsply Sirona Scanbody.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;11.0000															
ICam4D	ICamRef	RP	Multiple	DESS Healing Cap 20.100	ICamRef	ICamRef DESS 20100.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-1.700000;3.70000															
ICam4D	ICamRef	RP	Multiple	DESS MU-RP Interface 40.007/1	ICamRef	ICamRef DESS 400071 2.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-0.200000;-1.800000;0.000000	-0.200000;-1.00000;2.000000															
ICam4D	ICamRef	RP	Multiple	DESS ScanBody 52.007	ICamRef	ICamRef DESS 52007.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.000000;0.000000	-2.000000;0.000000;6.000000															
ICam4D	ICamRef	RP	Multiple	DESS ScanBody 52.098	ICamRef	52.098_Intraoral.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;6.200000															
ICam4D	ICamRef	RP	Multiple	DESS TiBase 15.007	ICamRef	ICamRef DESS 15007.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-1.750000;3.000000															
ICam4D	ICamRef	RP	Multiple	DESS TiBase 15.007/8	ICamRef	ICamRef DESS 150078.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.100000;-1.000000;1.700000															
ICam4D	ICamRef	RP	Multiple	DESS_17_507	ICamRef	DESS_17_507.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-1.700000;4.200000															
ICam4D	ICamRef	RP	Multiple	DESS_17_807	ICamRef	DESS_17_807.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-1.700000;7.000000															
ICam4D	ICamRef	RP	Multiple	Dhillon Digital Solutions â Mushroom	ICamRef	Imetric Dhillon Digital Solutions - Mushroom Abutment Cap.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-3.500000;5.500000															 
ICam4D	ICamRef	RP	Multiple	Ditron MUP-9181 HC	ICamRef	ICamRef Ditron MUP-9181.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;3.500000															
ICam4D	ICamRef	RP	Multiple	DXL Multiunit Scanbody 	ICamRef	M-Scan.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	-0.090000;-2.600000;11.300000															
ICam4D	ICamRef	RP	Multiple	ELOS IO 2C-A	ICamRef	ICamRef ELOS IO 2C-A.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;1.7000000;9.200000															
ICam4D	ICamRef	RP	Multiple	Gen XHC 6mm	ICamRef	Scanbody_SBTMUHC6_Ti MU RP_Healing Cup.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	-0.093370735645294;2.49800109863281;5.25759315490723															
ICam4D	ICamRef	RP	Multiple	Gen XHC 7mm	ICamRef	Scanbody_SBTMUHC7_Ti MU RP_Healing Cup.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	-0.093370735645294;2.49800109863281;5.25759315490723															
ICam4D	ICamRef	RP	Multiple	GP Premium MU Scan	ICamRef	MUSCAN.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;5.600000															
ICam4D	ICamRef	RP	Multiple	HC Neodent	ICamRef	MUASCUH Shell.stl	Mesh to mesh	Ref	Ref	ICam4D												0.000000;0.000000;1.000000	2.2000000;-1.500000;0.000000	0.000000;0.000000;11.000000															
ICam4D	ICamRef	RP	Multiple	Hiossen ET MU Scanbody	ICamRef	ET_Multi Scanbody.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;1.300000;4.00000															
ICam4D	ICamRef	RP	Multiple	Hiossen MHCR100 Healing Cap	ICamRef	ICamRef Hiossen MHCR100.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;4.0000															
ICam4D	ICamRef	RP	Multiple	ICamRef MURP Cone	ICamRef	ICamRef MURP Cone.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-1.800000;3.700000															
ICam4D	ICamRef	RP	Multiple	ICamRef MURP Cylinder	ICamRef	ICamRef MURP Cylinder.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;5.600000															
ICam4D	ICamRef	RP	Multiple	ICamRef Neodent 326172 HC	ICamRef	ICamRef Neodent 326172 HC.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;3.00000															
ICam4D	ICamRef	RP	Multiple	Implance BL MUA Scanbody None Index	ICamRef	PMUSB_scan_bady.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	-0.00351710;-2.0999984;9.8627843															
ICam4D	ICamRef	RP	Multiple	ImplantSwiss MU Scan Body	ICamRef	S-PMUSB_scan_body.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.162765;2.100;9.915															
ICam4D	ICamRef	RP	Multiple	ImplantSwiss Octo Scan Body	ICamRef	octo_hex_scan_Body.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.136658;2.000000;9.30491															
ICam4D	ICamRef	RP	Multiple	iNCLUSIVE Temp HC	ICamRef	IcamRef iNCLUSIVE Temp HC.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;3.500000															
ICam4D	ICamRef	RP	Multiple	InstaRisa Healing Cap	ICamRef	ICamRef InstaRisa GingScan.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-3.000000;5.000000															
ICam4D	ICamRef	RP	Multiple	InstaRisa ISB4 FP1 (MUA) No Cone	ICamRef	ICamRef IR ISB4 FP1 HA No Cone.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;3.600000															
ICam4D	ICamRef	RP	Multiple	InstaRisa ISB4 FP1 (MUA) With Cone	ICamRef	ICamRef IR ISB4 FP1 HA With Cone.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.000000;0.000000	-2.500000;0.000000;15.000000															
ICam4D	ICamRef	RP	Multiple	InstaRisa ISB4 FP3 HA (MUA) No Cone	ICamRef	ICamRef IR ISB4 FP3 HA No Cone.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;5.600000															
ICam4D	ICamRef	RP	Multiple	InstaRisa ISB4 FP3 HA (MUA) With Cone	ICamRef	ICamRef IR ISB4 FP3 HA With Cone.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.000000;0.000000	-2.500000;0.000000;15.000000															
ICam4D	ICamRef	RP	Multiple	InstaRisa ISB4 SHORT HA No Cone	ICamRef	ICamRef IR ISB4 SHORT HA No Cone.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-1.800000;3.500000															
ICam4D	ICamRef	RP	Multiple	InstaRisa ISB4 SHORT HA With Cone	ICamRef	ICamRef IR ISB4 SHORT HA With Cone.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.000000;0.000000	-2.500000;0.000000;15.000000															
ICam4D	ICamRef	RP	Multiple	InstarRisa FP3 Scanbody	ICamRef	IcamRef InstaRisa FP3.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;5.600000															
ICam4D	ICamRef	RP	Multiple	Jonathan Abenaim ScanTaper	ICamRef	ICamRef Jonathan Abenaim ScanTaper.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	1.600000; 0.000000;4.000000															
ICam4D	ICamRef	RP	Multiple	Kaplansky cap	ICamRef	ICamRef Kaplansky cap.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000; -3.000000;5.500000															
ICam4D	ICamRef	RP	Multiple	Liza Healing Cap	ICamRef	Liza Healing Cap.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;3.00000															
ICam4D	ICamRef	RP	Multiple	Marquis	ICamRef	Marquis.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.550000;2.500000															
ICam4D	ICamRef	RP	Multiple	Megagen HC AB	ICamRef	AB-MG-HC1.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;1.600000;4.750000															
ICam4D	ICamRef	RP	Multiple	Megagen MUAHC	ICamRef	ICamRef Megagen MUA Healing Cap [MUAHC].stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-1.850000;3.700000															
ICam4D	ICamRef	RP	Multiple	Megagen MUAHCW	ICamRef	MUAHCW.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-3.30000;3.300000															
ICam4D	ICamRef	RP	Multiple	Megagen Scanbody 5mm	ICamRef	MegaGen 5mm Scanbody.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	1.600000;0.0000000;7.000000															
ICam4D	ICamRef	RP	Multiple	MIS Healing Cap H4480	ICamRef	ICamRef MIS MU-H4480A.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;3.400000															
ICam4D	ICamRef	RP	Multiple	MIS MU ScanBody SP102	ICamRef	ICamRef MIS MU-SP102_004.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	2.600000;0.000000;8.500000															
ICam4D	ICamRef	RP	Multiple	Multi Unit Scan Body	ICamRef	Multi-Unit_Scan_Body.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;1.900000;12.360000															
ICam4D	ICamRef	RP	Multiple	Naxis Multiunit Scan	ICamRef	NXMUS.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;1.00000;7.000000															
ICam4D	ICamRef	RP	Multiple	NB HC MU 300162	ICamRef	ICamRef NB HC MU 300162.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;3.400000															
ICam4D	ICamRef	RP	Multiple	NB HC MU 300163	ICamRef	ICamRef NB HC MU 300163.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;3.400000															
ICam4D	ICamRef	RP	Multiple	NB HC MU 300165	ICamRef	ICamRef NB HC MU 300165.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.7000000;4.400000															
ICam4D	ICamRef	RP	Multiple	NB HC MU 300167	ICamRef	ART_300167.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	3.45;-0.005417346954346;3.5															
ICam4D	ICamRef	RP	Multiple	NB HC MU Plastic 31145	ICamRef	ICamRef NB HC MU Plastic 31145.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-1.700000;3.800000															
ICam4D	ICamRef	RP	Multiple	NB HC Wide MU 300166 31146	ICamRef	ICamRef NB HC Wide MU 300166 31146.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.700000;2.900000															
ICam4D	ICamRef	RP	Multiple	Neodent 106.054	ICamRef	IcamRef Neodent 106.054.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.100000;3.800000															
ICam4D	ICamRef	RP	Multiple	Neodent 106.220	ICamRef	ICamRef Neodent 106220.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.100000;3.800000															
ICam4D	ICamRef	RP	Multiple	Neodent 106.268	ICamRef	ICamRef Neodent 106268.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.800000;2.600000															
ICam4D	ICamRef	RP	Multiple	Neodent 108.218	ICamRef	ICamRef Neodent 108.218.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-0.600000;0.000000;0.000000	-1.800000;-1.300000;8.00000															
ICam4D	ICamRef	RP	Multiple	Neodent SD Mini 4.1	ICamRef	S_D-Mini41_IO_10.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.000000;0.000000	-1.931523;0.016806;7.34744															
ICam4D	ICamRef	RP	Multiple	Neoscan SD Mini 4.1 for Dess 19.006	ICamRef	S_D mini41_IO_10_Z.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;5.600000															
ICam4D	ICamRef	RP	Multiple	New Healing Cap w bigger screwhole	ICamRef	new healing cap with bigger screwhole v2 original.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;7.500000															
ICam4D	ICamRef	RP	Multiple	NM-H7102	ICamRef	ICamRef NM-H7102.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;3.500000															
ICam4D	ICamRef	RP	Multiple	Nobel Healing Cap Wide Multi-unit Titanium 	ICamRef	Nobel Healing Cap Wide Multi-unit Titanium.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.167307;-3.382876;3.368105															 
ICam4D	ICamRef	RP	Multiple	Nobel PoLo 8mm NP/RP	ICamRef	640001-02-Exocad_DTX Scan Body MUA.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	2.975540;-0.026852;6.687648															
ICam4D	ICamRef	RP	Multiple	NORIS Healing Cap PR-H7101	ICamRef	ICamRef Noris PR-H7101Rev_2.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.100000;4.200000															
ICam4D	ICamRef	RP	Multiple	Noris Medical_10mm_C9210	ICamRef	NM-C9210_EC.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.000000;9.400000															
ICam4D	ICamRef	RP	Multiple	nt-trading MU-RP ScanBody	ICamRef	ICamRef nt-trading MU-RP ScanBody.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.000000;0.000000	-2.300000; 0.000000;9.300000															
ICam4D	ICamRef	RP	Multiple	Open Implant Scanbody	ICamRef	eOIScanbody.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-0.300000;0.000000;0.000000	-0.700000;-1.600000;9.900000															
ICam4D	ICamRef	RP	Multiple	Paltop  TiBase 42-70028 RP	ICamRef	MU Scan Abut interface Z-occl Imetric.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	-0.00886;-2.249572;8.977553															
ICam4D	ICamRef	RP	Multiple	Paltop MU Direct RP	ICamRef	MU - PEEK Head Z-occl Imetric.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	-0.00886;-2.249572;8.977553															
ICam4D	ICamRef	RP	Multiple	PIC EX scanbody-Z	ICamRef	PIC EX scanbody-Z.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.450000;5.00000															
ICam4D	ICamRef	RP	Multiple	PIC MUA Base-Z	ICamRef	PIC MUA Base-Z.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.350000;0.400000															
ICam4D	ICamRef	RP	Multiple	PIC MUA Scanbody-Z	ICamRef	PIC MUA Scanbody-Z.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-1.350000;1.600000															
ICam4D	ICamRef	RP	Multiple	QA Scanbody	ICamRef	QA scanbody.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;5.00000															
ICam4D	ICamRef	RP	Multiple	Ritter MUL-KS-HA	ICamRef	ICamRef Ritter MUL-KS-HA.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.400000;4.200000															
ICam4D	ICamRef	RP	Multiple	Rosen MUA Scanbody 4507	ICamRef	RAMUSP4507 SHELL.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	1.75;0.000000;5.600000															
ICam4D	ICamRef	RP	Multiple	Rosen MUA Scanbody 4510	ICamRef	RAMUSP4510 SHELL.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	1.75;0.000000;8.000000															
ICam4D	ICamRef	RP	Multiple	Rosen MUA Scanbody 4513	ICamRef	RAMUSP4513 SHELL.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	1.75;0.000000;10.000000															
